adressNr;street;postalCode;city;country;search;latitude;longitude;errors
22304;Grüssenweg 4;4133;Pratteln;Schweiz;Grüssenweg 4, 4133 Pratteln, Schweiz;47.5265527;7.690687499999999;
22305;Michael-Faist-Str. 19;86381;Krumbach;Deutschland;Michael-Faist-Str. 19, 86381 Krumbach, Deutschland;48.24932;10.35469;
22306;Goldbinnen 11;31840;Hessisch-Oldendorf;Deutschland;Goldbinnen 11, 31840 Hessisch-Oldendorf, Deutschland;52.1383205;9.295859799999999;
22307;Max-Eyth-Straße 26;72270;Baiersbronn-Mitteltal;Deutschland;Max-Eyth-Straße 26, 72270 Baiersbronn-Mitteltal, Deutschland;48.5238269;8.3125673;
22308;Blankenhorststr. 6;32339;Espelkamp / Isenstedt;Deutschland;Blankenhorststr. 6, 32339 Espelkamp / Isenstedt, Deutschland;52.346422;8.6564326;
22309;Ernst-Böhme-Str. 27;38112;Braunschweig;Deutschland;Ernst-Böhme-Str. 27, 38112 Braunschweig, Deutschland;52.30961;10.48718;
22310;Im Astenfeld 1;4490;St. Florian;Österreich;Im Astenfeld 1, 4490 St. Florian, Österreich;48.2268243;14.3955067;
22314;Industriestr. 10 - 24;37235;Hessisch Lichtenau;Deutschland;Industriestr. 10 - 24, 37235 Hessisch Lichtenau, Deutschland;51.1896856;9.7235421;
22317;Waldstr. 9;74731;Wallduern;Deutschland;Waldstr. 9, 74731 Wallduern, Deutschland;49.572169;9.3598275;
22318;Im Westring 9;75180;Pforzheim;Deutschland;Im Westring 9, 75180 Pforzheim, Deutschland;48.8591728;8.658609;
22320;Thomas Esser Str. 22;53879;Euskirchen;Deutschland;Thomas Esser Str. 22, 53879 Euskirchen, Deutschland;50.64592;6.79225;
22322;Plant AP - Box 510 Dreieich;NE270QW;N.Tyneside;Vereinigtes Königreich;Plant AP - Box 510 Dreieich, NE270QW N.Tyneside, Vereinigtes Königreich;50.0294877;8.6949231;
22331;Joseph-Joos-Weg 15;59519;Möhnesee;Deutschland;Joseph-Joos-Weg 15, 59519 Möhnesee, Deutschland;51.482193;8.1266487;
22332;Tyrova 2075;256 01;Benesov;Tschechische Republik;Tyrova 2075, 256 01 Benesov, Tschechische Republik;49.7837821;14.6873699;
22335;Hauptstr. 2;85135;Petersbusch;Deutschland;Hauptstr. 2, 85135 Petersbusch, Deutschland;48.97767;11.20193;
22337;Gewerbestrasse 6 - 8;86860;Jengen;Deutschland;Gewerbestrasse 6 - 8, 86860 Jengen, Deutschland;48.0039343;10.7225218;
22347;Adlergestell 303;12489;Berlin;Deutschland;Adlergestell 303, 12489 Berlin, Deutschland;52.4301285;13.5508713;
22348;Kufsteiner Straße 118;83064;Raubling;Deutschland;Kufsteiner Straße 118, 83064 Raubling, Deutschland;47.7653326;12.1060016;
22349;ul. Pamiatkowa 12;66300;Miedzyrzecz;Polen;ul. Pamiatkowa 12, 66300 Miedzyrzecz, Polen;52.4430021;15.5930933;
22356;Wolfartsweierer Str. 38;76137;Karlsruhe;Deutschland;Wolfartsweierer Str. 38, 76137 Karlsruhe, Deutschland;48.99942799999999;8.4247437;
22358;Wiesengrund 42;49509;Recke;Deutschland;Wiesengrund 42, 49509 Recke, Deutschland;52.360764;7.699726300000001;
22361;Geschwister-Scholl-Str. 143c;39218;Schönebeck;Deutschland;Geschwister-Scholl-Str. 143c, 39218 Schönebeck, Deutschland;52.02376030000001;11.7299759;
22364;Werner-von-Siemens-Str. 17;36041;Fulda;Deutschland;Werner-von-Siemens-Str. 17, 36041 Fulda, Deutschland;50.5560536;9.5905877;
22365;Innerstetal 2;38685;Langelsheim;Deutschland;Innerstetal 2, 38685 Langelsheim, Deutschland;51.9315978;10.3231682;
22367;Gewerbegebiet Brumlingsen;59872;Meschede- Freienohl;Deutschland;Gewerbegebiet Brumlingsen, 59872 Meschede- Freienohl, Deutschland;51.3957519;8.170753;
22368;Mittelstr. 12 - 14 b;50672;Köln;Deutschland;Mittelstr. 12 - 14 b, 50672 Köln, Deutschland;50.9370592;6.943819899999999;
22376;Rudolf-Diesel-Straße 29-31;59399;Olfen;Deutschland;Rudolf-Diesel-Straße 29-31, 59399 Olfen, Deutschland;51.70162;7.38829;
22377;Stampfenbachstr. 142;8035;Zürich;Schweiz;Stampfenbachstr. 142, 8035 Zürich, Schweiz;47.3866524;8.5399257;
22378;An der Autobahn;33310;Gütersloh;Deutschland;An der Autobahn, 33310 Gütersloh, Deutschland;51.8819928;8.4406129;
22379;Schleefstr. 1 a;44287;Dortmund;Deutschland;Schleefstr. 1 a, 44287 Dortmund, Deutschland;51.5025307;7.5694436;
22382;Am Ostkai 15;70327;Stuttgart;Deutschland;Am Ostkai 15, 70327 Stuttgart, Deutschland;48.76922440000001;9.259115900000001;
22384;Seumestraße 5 - 7;28197;Bremen;Deutschland;Seumestraße 5 - 7, 28197 Bremen, Deutschland;53.0746834;8.7821252;
22385;Im Stadtfelde 8;31515;Wunstorf;Deutschland;Im Stadtfelde 8, 31515 Wunstorf, Deutschland;52.42256;9.45566;
25692;Erich-Ollenahauer-Str. 25;59192;Bergkamen;Deutschland;Erich-Ollenahauer-Str. 25, 59192 Bergkamen, Deutschland;51.6172451;7.62376;
25891;Eisenbahnstraße 7;26683;Saterland;Deutschland;Eisenbahnstraße 7, 26683 Saterland, Deutschland;53.0715647;7.705894300000001;
25896;Raiffeisenstraße 5;58638;Iserlohn;Deutschland;Raiffeisenstraße 5, 58638 Iserlohn, Deutschland;51.3832818;7.6750882;
28828;Gildemeister Straße 151;33689;Bielefeld;Deutschland;Gildemeister Straße 151, 33689 Bielefeld, Deutschland;51.9292828;8.5832435;
28829;Strothbachstr. 14;33689;Bielefeld;Deutschland;Strothbachstr. 14, 33689 Bielefeld, Deutschland;51.92795;8.584389999999999;
28832;Baeyerstr. 10;24536;Neumünster;Deutschland;Baeyerstr. 10, 24536 Neumünster, Deutschland;54.10221;9.979659999999999;
28835;Briloner Str. 14;59602;Rüthen;Deutschland;Briloner Str. 14, 59602 Rüthen, Deutschland;51.4875248;8.4535917;
28836;St.-Primus-Straße 1-5;83313;Siegsdorf/Obb.;Deutschland;St.-Primus-Straße 1-5, 83313 Siegsdorf/Obb., Deutschland;47.8125717;12.6127849;
28838;Genker Str. 1;53942;Troisdorf-Spich;Deutschland;Genker Str. 1, 53942 Troisdorf-Spich, Deutschland;50.83646;7.10889;
28840;Ramsau bei Haag/Obb.;84437;Reichertsheim;Deutschland;Ramsau bei Haag/Obb., 84437 Reichertsheim, Deutschland;48.1724492;12.230858;
28841;Grossfeld;6234;Triengen;Schweiz;Grossfeld, 6234 Triengen, Schweiz;47.2461688;8.0697977;
28842;Schillerstraße 51;74248;Ellhofen;Deutschland;Schillerstraße 51, 74248 Ellhofen, Deutschland;49.1499487;9.307819499999999;
28843;Domlerstraße 9;73730;Esslingen;Deutschland;Domlerstraße 9, 73730 Esslingen, Deutschland;48.7179105;9.344125199999999;
28844;Johannes-Mejer-Str. 14;72141;Walddorf Häslach;Deutschland;Johannes-Mejer-Str. 14, 72141 Walddorf Häslach, Deutschland;48.5905298;9.1667012;
28848;Beimoorweg 11;22926;Ahrensburg;Deutschland;Beimoorweg 11, 22926 Ahrensburg, Deutschland;53.6805946;10.250844;
28852;Hamburger Straße 99;90451;Nürnberg-Hafen;Deutschland;Hamburger Straße 99, 90451 Nürnberg-Hafen, Deutschland;49.3899369;11.0506418;
28853;Ohmstraße 2;85301;Schweitenkirchen;Deutschland;Ohmstraße 2, 85301 Schweitenkirchen, Deutschland;48.5005967;11.605565;
28855;Birkenweg 12;88250;Weingarten;Deutschland;Birkenweg 12, 88250 Weingarten, Deutschland;47.80146999999999;9.62163;
28857;Trifter Weg 14-20;53489;Sinzig;Deutschland;Trifter Weg 14-20, 53489 Sinzig, Deutschland;50.5444608;7.2673668;
28858;Reiherstieg - Hauptdeich 39-47;21107;Hamburg;Deutschland;Reiherstieg - Hauptdeich 39-47, 21107 Hamburg, Deutschland;53.5111025;9.9768543;
28859;Walter-Schellenberg-Str. 10;78315;Radolfzell;Deutschland;Walter-Schellenberg-Str. 10, 78315 Radolfzell, Deutschland;47.75308;8.95685;
28860;Am Hohen Holz 2;31515;Wunstorf;Deutschland;Am Hohen Holz 2, 31515 Wunstorf, Deutschland;52.4293832;9.4157384;
28861;1. Hafenstr. 13;21079;Hamburg;Deutschland;1. Hafenstr. 13, 21079 Hamburg, Deutschland;53.47418;9.97312;
28863;Justus-von-Liebig-Str. 2;54516;Wittlich;Deutschland;Justus-von-Liebig-Str. 2, 54516 Wittlich, Deutschland;49.9820907;6.9070665;
28864;Hatters Lane Watford;WD 188 NS;Hertfordshire;Vereinigtes Königreich;Hatters Lane Watford, WD 188 NS Hertfordshire, Vereinigtes Königreich;51.6459941;-0.4296775;
28865;Im Weiherfeld 3;65462;Ginsheim - Gustavsburg;Deutschland;Im Weiherfeld 3, 65462 Ginsheim - Gustavsburg, Deutschland;49.9901853;8.3192852;
28866;Magdeburger Str. 2;14641;Wustermark;Deutschland;Magdeburger Str. 2, 14641 Wustermark, Deutschland;52.5575815;12.9735972;
28867;Gold-Zack-Straße 7-9;40822;Mettmann;Deutschland;Gold-Zack-Straße 7-9, 40822 Mettmann, Deutschland;51.25132;7.00355;
28868;Röntgenstraße 7;64291;Darmstadt-Arheiligen;Deutschland;Röntgenstraße 7, 64291 Darmstadt-Arheiligen, Deutschland;49.9166393;8.636906999999999;
28869;Am Mühlbach;88161;Lindenberg;Deutschland;Am Mühlbach, 88161 Lindenberg, Deutschland;47.5979391;9.8839758;
28870;Gustav-Rivinius-Platz 2;77756;Hausach;Deutschland;Gustav-Rivinius-Platz 2, 77756 Hausach, Deutschland;48.28470950000001;8.175634;
28871;Werler Straße 42;59423;Unna;Deutschland;Werler Straße 42, 59423 Unna, Deutschland;51.5354561;7.7219729;
28872;Viceburgstr. 10;95028;Hof/Saale;Deutschland;Viceburgstr. 10, 95028 Hof/Saale, Deutschland;50.305896;11.9211045;
28873;Südstr. 45;52249;Eschweiler;Deutschland;Südstr. 45, 52249 Eschweiler, Deutschland;50.8128434;6.2860179;
28874;Dr. Franz Wilhelm Straße 1;3500;Krems;Österreich;Dr. Franz Wilhelm Straße 1, 3500 Krems, Österreich;48.4078434;15.6425285;
28875;Kupernikusstraße 10;73230;Kirchheim - Teck;Deutschland;Kupernikusstraße 10, 73230 Kirchheim - Teck, Deutschland;48.64879579999999;9.434725;
28876;Talstr. 4;74321;Bietigheim-Bissingen;Deutschland;Talstr. 4, 74321 Bietigheim-Bissingen, Deutschland;48.9607946;9.1311584;
28877;Weseler Str. 30-40;45478;Mülheim / Ruhr;Deutschland;Weseler Str. 30-40, 45478 Mülheim / Ruhr, Deutschland;51.43071;6.8588706;
28878;Spreewalsallee 38;68309;Mannheim / Vogelstang;Deutschland;Spreewalsallee 38, 68309 Mannheim / Vogelstang, Deutschland;49.5207355;8.555097700000001;
28879;Monplaisirstraße 33;39249;Barby;Deutschland;Monplaisirstraße 33, 39249 Barby, Deutschland;51.9859976;11.8688791;
28881;Guteborner Allee 3;08393;Meerane;Deutschland;Guteborner Allee 3, 08393 Meerane, Deutschland;50.839171;12.4473417;
28885;Oberer Westring 27;33142;Büren;Deutschland;Oberer Westring 27, 33142 Büren, Deutschland;51.56356;8.53521;
28886;Nordwestring 201;90419;Nürnberg;Deutschland;Nordwestring 201, 90419 Nürnberg, Deutschland;49.4694194;11.0670637;
28890;Otto-Hahn-Str. 14;64579;Gernsheim;Deutschland;Otto-Hahn-Str. 14, 64579 Gernsheim, Deutschland;49.7648772;8.487839899999999;
28891;Robert-Koch-Str. 44;55129;Mainz;Deutschland;Robert-Koch-Str. 44, 55129 Mainz, Deutschland;49.9562432;8.2593687;
28892;Am Gierensberg 5;56581;Kurtscheid;Deutschland;Am Gierensberg 5, 56581 Kurtscheid, Deutschland;50.535363;7.473771999999999;
28893;Dratelnstraße 20;21109;Hamburg;Deutschland;Dratelnstraße 20, 21109 Hamburg, Deutschland;53.5033927;10.0043771;
28894;Industriestr. 46;48268;Greven;Deutschland;Industriestr. 46, 48268 Greven, Deutschland;52.13404999999999;7.551539999999999;
28896;Josef-Baumann-Str. 1;44805;Bochum;Deutschland;Josef-Baumann-Str. 1, 44805 Bochum, Deutschland;51.50991459999999;7.269234099999999;
28897;Rotterdamer Straße 5;90451;Nürnberg Hafen;Deutschland;Rotterdamer Straße 5, 90451 Nürnberg Hafen, Deutschland;49.404047;11.0666668;
28898;Alpenrosenstraße 1;87435;Kempten;Deutschland;Alpenrosenstraße 1, 87435 Kempten, Deutschland;47.7206994;10.3171141;
28899;Schachtstr. 20;99706;Sondershausen;Deutschland;Schachtstr. 20, 99706 Sondershausen, Deutschland;51.38956;10.8387;
28900;Friedhofstr. 1;03099;Kolkwitz;Deutschland;Friedhofstr. 1, 03099 Kolkwitz, Deutschland;51.7613144;14.2514314;
28901;OT Starbach Rewestr. 1;01683;Ketzerbachtal;Deutschland;OT Starbach Rewestr. 1, 01683 Ketzerbachtal, Deutschland;51.08773;13.27706;
28903;Bayernstrasse 17;30855;Langenhagen;Deutschland;Bayernstrasse 17, 30855 Langenhagen, Deutschland;52.44313;9.6996;
28904;Auf der Höhe 4;56477;Waigandshain;Deutschland;Auf der Höhe 4, 56477 Waigandshain, Deutschland;50.6429286;8.0884775;
28905;Orchideenstr. 44;90542;Eckental;Deutschland;Orchideenstr. 44, 90542 Eckental, Deutschland;49.58348789999999;11.1879666;
28907;Ernst-Dietrich-Platz 2;40882;Ratingen;Deutschland;Ernst-Dietrich-Platz 2, 40882 Ratingen, Deutschland;51.2941101;6.8646876;
28908;Am Industriepark 2;46562;Voerde;Deutschland;Am Industriepark 2, 46562 Voerde, Deutschland;51.62116409999999;6.660406699999999;
28909;Conventstraße 12;22089;Hamburg;Deutschland;Conventstraße 12, 22089 Hamburg, Deutschland;53.5641048;10.0372661;
28910;Möbel-Hübner-Straße 1;16356;Ahrensfelde;Deutschland;Möbel-Hübner-Straße 1, 16356 Ahrensfelde, Deutschland;52.59729;13.59824;
28911;Nikolaus-Otto-Straße 40;33178;Borchen;Deutschland;Nikolaus-Otto-Straße 40, 33178 Borchen, Deutschland;51.6444984;8.713026;
28912;Beckerfelder Straße 96;47269;Duisburg;Deutschland;Beckerfelder Straße 96, 47269 Duisburg, Deutschland;51.3555485;6.7781866;
28913;Hafenstraße 119;59067;Hamm;Deutschland;Hafenstraße 119, 59067 Hamm, Deutschland;51.67515;7.77133;
28914;Straße der Einheit 122-128;14612;Falkensee;Deutschland;Straße der Einheit 122-128, 14612 Falkensee, Deutschland;52.5544727;13.1017849;
28919;Hegelstr. 16;73230;Kirchheim;Deutschland;Hegelstr. 16, 73230 Kirchheim, Deutschland;48.653555;9.4282868;
28920;Außerhalb 20;67578;Gimbsheim;Deutschland;Außerhalb 20, 67578 Gimbsheim, Deutschland;49.77054;8.377089999999999;
28921;Wahrenberger Str. 70;19322;Wittenberge;Deutschland;Wahrenberger Str. 70, 19322 Wittenberge, Deutschland;52.9938851;11.7248296;
28922;Erlangerstraße 62;91074;Herzogenaurach;Deutschland;Erlangerstraße 62, 91074 Herzogenaurach, Deutschland;49.5657;10.89638;
28926;Dorfstr. 4a;85662;Hohenbrunn;Deutschland;Dorfstr. 4a, 85662 Hohenbrunn, Deutschland;48.04734999999999;11.70205;
28928;Angersberg 18;4483;Hargelsberg;Österreich;Angersberg 18, 4483 Hargelsberg, Österreich;48.1309234;14.3978514;
28930;Sylbeckestr. 20;32756;Detmold;Deutschland;Sylbeckestr. 20, 32756 Detmold, Deutschland;51.9479453;8.8871156;
28931;Hittfelder Kirchweg 2;21220;Seevetal;Deutschland;Hittfelder Kirchweg 2, 21220 Seevetal, Deutschland;53.38957800000001;10.0280073;
28933;Eisenbahnstr. 6-8;68199;Mannheim;Deutschland;Eisenbahnstr. 6-8, 68199 Mannheim, Deutschland;49.4540661;8.495309899999999;
28934;Dornbergeweg 4;06463;Reinstedt;Deutschland;Dornbergeweg 4, 06463 Reinstedt, Deutschland;51.7584539;11.3518569;
28936;Erlenweg 144/146;48653;Coesfeld;Deutschland;Erlenweg 144/146, 48653 Coesfeld, Deutschland;51.92043;7.184439999999999;
28939;Promenade 10;46149;Oberhausen;Deutschland;Promenade 10, 46149 Oberhausen, Deutschland;51.4930107;6.8791176;
28940;De Sleutel 9;5652;AS Eindhoven;Niederlande;De Sleutel 9, 5652 AS Eindhoven, Niederlande;51.4245704;5.4331591;
28944;Meisenstr. 32;84030;Ergolding;Deutschland;Meisenstr. 32, 84030 Ergolding, Deutschland;48.56083;12.15424;
28946;An der Salzstr. 1;04158;Leipzig;Deutschland;An der Salzstr. 1, 04158 Leipzig, Deutschland;51.3976566;12.29315;
28947;Trostfelde 3;17087;Trostfelde;Deutschland;Trostfelde 3, 17087 Trostfelde, Deutschland;53.674052;13.2092266;
28948;Geldernstraße 46;50739;Köln;Deutschland;Geldernstraße 46, 50739 Köln, Deutschland;50.9619502;6.9404971;
28949;Saarstraße 19;16928;Pritzwald;Deutschland;Saarstraße 19, 16928 Pritzwald, Deutschland;53.15599539999999;12.1704389;
28953;Siemensstraße 10-12;41542;Dormagen;Deutschland;Siemensstraße 10-12, 41542 Dormagen, Deutschland;51.13704;6.78471;
28954;Mühlenweg 4;14715;Bützer;Deutschland;Mühlenweg 4, 14715 Bützer, Deutschland;52.5333118;12.3001998;
28958;Am Plittershagener Berg 1;57258;Freudenberg;Deutschland;Am Plittershagener Berg 1, 57258 Freudenberg, Deutschland;50.8895582;7.8732156;
28959;Preußenstr. 2;44532;Lünen;Deutschland;Preußenstr. 2, 44532 Lünen, Deutschland;51.58688050000001;7.540497299999999;
28960;Dormettinger Straße 10;72359;Dottenhausen;Deutschland;Dormettinger Straße 10, 72359 Dottenhausen, Deutschland;48.22799;8.78382;
28961;Am Hechtgraben 19;18147;Rostock;Deutschland;Am Hechtgraben 19, 18147 Rostock, Deutschland;54.1127958;12.111707;
28964;Via Oelavia 81;20033;Desio;Italien;Via Oelavia 81, 20033 Desio, Italien;45.602628;9.207714;
28965;Schlossstraße 10-12;32139;Spenge;Deutschland;Schlossstraße 10-12, 32139 Spenge, Deutschland;52.13865;8.47532;
28970;Gutenbergstr. 1;92421;Schwandorf;Deutschland;Gutenbergstr. 1, 92421 Schwandorf, Deutschland;49.3131272;12.1034196;
28971;Wendesser Landstraße 47;31228;Peine;Deutschland;Wendesser Landstraße 47, 31228 Peine, Deutschland;52.35501;10.24143;
28974;Ahornstraße 12;14974;Thyrow;Deutschland;Ahornstraße 12, 14974 Thyrow, Deutschland;52.253805;13.2452221;
28975;Gewerbegebiet Nord 5;5204;Strasswalchen;Österreich;Gewerbegebiet Nord 5, 5204 Strasswalchen, Österreich;47.9666731;13.2415003;
28977;Werner-Siemens-Str. 92;22113;Hamburg;Deutschland;Werner-Siemens-Str. 92, 22113 Hamburg, Deutschland;53.5272362;10.1049187;
28978;Werner-Siemens-Str. 13-15;22113;Hamburg;Deutschland;Werner-Siemens-Str. 13-15, 22113 Hamburg, Deutschland;53.529516;10.0944847;
28979;Weusterstr. 4;46240;Bottrop;Deutschland;Weusterstr. 4, 46240 Bottrop, Deutschland;51.54355330000001;6.9764458;
28981;Max-Planck-Straße 1;29664;Walsrode;Deutschland;Max-Planck-Straße 1, 29664 Walsrode, Deutschland;52.86479240000001;9.6205071;
28982;Grosse Str. 27-29;22926;Ahrensburg;Deutschland;Grosse Str. 27-29, 22926 Ahrensburg, Deutschland;53.6739725;10.2400854;
28984;Enzianweg 44;33100;Paderborn;Deutschland;Enzianweg 44, 33100 Paderborn, Deutschland;51.7225331;8.8014396;
28986;Westerbakumer Str. 8;49456;Bakum;Deutschland;Westerbakumer Str. 8, 49456 Bakum, Deutschland;52.75814;8.1681999;
28987;Friedrich-Mohr-Straße 13;56070;Koblenz;Deutschland;Friedrich-Mohr-Straße 13, 56070 Koblenz, Deutschland;50.37791;7.57287;
28989;Obere Lerch 40;91166;Georgensgmünd;Deutschland;Obere Lerch 40, 91166 Georgensgmünd, Deutschland;49.1771581;11.0041605;
28990;Rosenheimer Str. 33;83064;Raubling;Deutschland;Rosenheimer Str. 33, 83064 Raubling, Deutschland;47.7952716;12.1195743;
28995;Krugfeld 16;38448;Wolfsburg;Deutschland;Krugfeld 16, 38448 Wolfsburg, Deutschland;52.4587669;10.7473419;
28997;Am Bullhamm 1;26441;Jever;Deutschland;Am Bullhamm 1, 26441 Jever, Deutschland;53.5817814;7.907356900000001;
28998;Werftstr. 2;23966;Wismar;Deutschland;Werftstr. 2, 23966 Wismar, Deutschland;53.89460769999999;11.4381297;
28999;Paunsdorfer Allee 1;04329;Leipzig;Deutschland;Paunsdorfer Allee 1, 04329 Leipzig, Deutschland;51.3483642;12.4777518;
29000;Adolf-Silverberg-Str. 22;50181;Bedburg;Deutschland;Adolf-Silverberg-Str. 22, 50181 Bedburg, Deutschland;50.98525540000001;6.5720437;
29001;Zibetholzweg 1;82377;Penzberg;Deutschland;Zibetholzweg 1, 82377 Penzberg, Deutschland;47.7577893;11.3837421;
29002;Leher Landstrasse 92 - 94;27607;Langen;Deutschland;Leher Landstrasse 92 - 94, 27607 Langen, Deutschland;53.5953964;8.5982193;
29007;Hanns - Martin - Schleyer - Str. 33;47877;Willich - Münchheide;Deutschland;Hanns - Martin - Schleyer - Str. 33, 47877 Willich - Münchheide, Deutschland;51.2780786;6.517695499999999;
29013;Erbenova 134;258 01;BENESOV U PRAHY;Tschechische Republik;Erbenova 134, 258 01 BENESOV U PRAHY, Tschechische Republik;49.7901679;14.680947;
29014;Am Sandtorkai 37;20457;Hamburg;Deutschland;Am Sandtorkai 37, 20457 Hamburg, Deutschland;53.54314;9.986419999999999;
29016;In Rohräcker 5;78554;Aldingen;Deutschland;In Rohräcker 5, 78554 Aldingen, Deutschland;48.0919063;8.683087300000002;
29017;Alfred-Nobel-Straße 12;66793;Saarwellingen;Deutschland;Alfred-Nobel-Straße 12, 66793 Saarwellingen, Deutschland;49.36272;6.77295;
29020;Weststraße 1;02708;Loebau;Deutschland;Weststraße 1, 02708 Loebau, Deutschland;51.1081699;14.656169;
29022;Lieth 5a-9;25336;Elmshorn;Deutschland;Lieth 5a-9, 25336 Elmshorn, Deutschland;53.7344046;9.6599287;
29023;Kronacher Straße 38;95119;Naila;Deutschland;Kronacher Straße 38, 95119 Naila, Deutschland;50.3242426;11.6944116;
29024;Rötelstrasse 35;74172;Neckarsulm;Deutschland;Rötelstrasse 35, 74172 Neckarsulm, Deutschland;49.1714297;9.2233924;
29025;Beekebreite 18-19;49124;Georgsmarienhütte;Deutschland;Beekebreite 18-19, 49124 Georgsmarienhütte, Deutschland;52.22412;8.06822;
29028;Winterberger Straße 73;57368;Lennestadt;Deutschland;Winterberger Straße 73, 57368 Lennestadt, Deutschland;51.1222444;8.1722363;
29029;Robert-Bosch-Strasse 31;91413;Neustadt a. d. Aisch;Deutschland;Robert-Bosch-Strasse 31, 91413 Neustadt a. d. Aisch, Deutschland;49.579055;10.6434483;
29031;Buschkamp 13-15;48324;Sendenhorst;Deutschland;Buschkamp 13-15, 48324 Sendenhorst, Deutschland;51.87146;7.74224;
29032;Taxerau 8;6383;Erpfendorf;Österreich;Taxerau 8, 6383 Erpfendorf, Österreich;47.6029981;12.4662432;
29035;Heisenbergstraße 60 - 64;50169;Kerpen;Deutschland;Heisenbergstraße 60 - 64, 50169 Kerpen, Deutschland;50.87143;6.74471;
29036;Kleinbahnhof 1;58453;Witten;Deutschland;Kleinbahnhof 1, 58453 Witten, Deutschland;51.40399;7.25429;
29037;Industriestr. 2;40789;Monheim;Deutschland;Industriestr. 2, 40789 Monheim, Deutschland;51.0690138;6.8962984;
29042;Grimmestraße 37;59555;Lippstadt;Deutschland;Grimmestraße 37, 59555 Lippstadt, Deutschland;51.6861545;8.358888499999999;
29043;An der Silberkuhle 12-14;23936;Updahl;Deutschland;An der Silberkuhle 12-14, 23936 Updahl, Deutschland;53.82760529999999;11.225708;
29044;Zwolsewegje 124;8071;RZ Nunspeet;Niederlande;Zwolsewegje 124, 8071 RZ Nunspeet, Niederlande;52.3772059;5.772866899999999;
29050;Mittelrheinstr. 23;67550;Worms;Deutschland;Mittelrheinstr. 23, 67550 Worms, Deutschland;49.6926;8.345189999999999;
29051;ul. Roosevelta 2A;66-640;Skwierzyna;Polen;ul. Roosevelta 2A, 66-640 Skwierzyna, Polen;52.601633;15.510875;
